cnt,pos,speed,DTorque,DAC,STorque,Force
3477,-0.0045,-0.0152,0,0,0,0
3479,-0.0046,-0.0152,0,0,0,0
3481,-0.0047,-0.0122,0,0,0,0
3483,-0.0047,-0.0274,0,0,0,0
3485,-0.0048,-0.0183,0,0,0,0
3487,-0.0049,-0.0243,0,0,0,0
3489,-0.0049,-0.0213,0,0,0,0
3491,-0.005,-0.0213,0,0,0,0
3493,-0.0051,-0.0274,0,0,0,0
3495,-0.0051,-0.0213,0,0,0,0
3497,-0.0052,-0.0213,0,0,0,0
3499,-0.0053,-0.0122,0,0,0,0
3501,-0.0053,-0.0213,0,0,0,0
3503,-0.0054,-0.0152,0,0,0,0
3505,-0.0055,-0.0213,0,0,0,0
3507,-0.0055,-0.0183,0,0,0,0
3509,-0.0056,-0.0243,0,0,0,0
3511,-0.0056,-0.0122,0,0,0,0
3513,-0.0057,-0.0152,0,0,0,0
3515,-0.0057,-0.0183,0,0,0,0
3517,-0.0058,-0.0091,0,0,0,0
3519,-0.0058,-0.0061,0,0,0,0
3521,-0.0058,-0.003,0,0,0,0
3523,-0.0058,-0.0091,0,0,0,0
3525,-0.0059,-0.0061,0,0,0,0
3527,-0.0059,-0.0091,0,0,0,0
3529,-0.0059,-0.0091,0,0,0,0
3531,-0.0059,-0.003,0,0,0,0
3533,-0.0059,-0.0061,0,0,0,0
3535,-0.0059,-0.003,0,0,0,0
3537,-0.006,-0.0061,0,0,0,0
3539,-0.006,-0.0061,0,0,0,0
3541,-0.006,-0.0122,0,0,0,0
3543,-0.006,-0.0152,0,0,0,0
3545,-0.0061,-0.0152,0,0,0,0
3547,-0.0062,-0.0183,0,0,0,0
3549,-0.0062,-0.0213,0,0,0,0
3551,-0.0063,-0.0213,0,0,0,0
3553,-0.0064,-0.0243,0,0,0,0
3555,-0.0065,-0.0213,0,0,0,0
3557,-0.0065,-0.0213,0,0,0,0
3559,-0.0067,-0.0152,0,0,0,0
3561,-0.0067,-0.0183,0,0,0,0
3563,-0.0068,-0.0183,0,0,0,0
3565,-0.0068,-0.0091,0,0,0,0
3567,-0.0069,-0.0183,0,0,0,0
3569,-0.0069,-0.0061,0,0,0,0
3571,-0.0069,-0.0183,0,0,0,0
3573,-0.007,-0.0213,0,0,0,0
3575,-0.007,-0.0152,0,0,0,0
3577,-0.0071,-0.0183,0,0,0,0
3579,-0.0072,-0.0213,0,0,0,0
3581,-0.0073,-0.0213,0,0,0,0
3583,-0.0074,-0.0274,0,0,0,0
3585,-0.0075,-0.0213,0,0,0,0
3587,-0.0077,-0.0274,0,0,0,0
3589,-0.0078,-0.0274,0,0,0,0
3591,-0.0079,-0.0335,0,0,0,0
3593,-0.0079,-0.0335,0,0,0,0
3595,-0.008,-0.0304,0,0,0,0
3597,-0.0081,-0.0335,0,0,0,0
3599,-0.0082,-0.0243,0,0,0,0
3601,-0.0083,-0.0304,0,0,0,0
3603,-0.0084,-0.0335,0,0,0,0
3605,-0.0084,-0.0365,0,0,0,0
3607,-0.0086,-0.0365,0,0,0,0
3609,-0.0087,-0.0396,0,0,0,0
3611,-0.0088,-0.0243,0,0,0,0
3613,-0.0089,-0.0274,0,0,0,0
3615,-0.0089,-0.0213,0,0,0,0
3617,-0.009,-0.0122,0,0,0,0
3619,-0.0091,-0.0183,0,0,0,0
3621,-0.0091,-0.0122,0,0,0,0
3623,-0.0092,-0.0122,0,0,0,0
3625,-0.0092,-0.0061,0,0,0,0
3627,-0.0092,-0.003,0,0,0,0
3629,-0.0093,-0.0152,0,0,0,0
3631,-0.0093,-0.0091,0,0,0,0
3633,-0.0094,-0.003,0,0,0,0
3635,-0.0094,-0.0061,0,0,0,0
3637,-0.0094,-0.0091,0,0,0,0
3639,-0.0094,-0.0091,0,0,0,0
3641,-0.0095,-0.0091,0,0,0,0
3643,-0.0095,-0.0061,0,0,0,0
3645,-0.0095,-0.0061,0,0,0,0
3647,-0.0095,-0.0061,0,0,0,0
3649,-0.0096,-0.0061,0,0,0,0
3651,-0.0096,0,0,0,0,0
3653,-0.0096,-0.0091,0,0,0,0
3655,-0.0096,-0.0091,0,0,0,0
3657,-0.0096,0,0,0,0,0
3659,-0.0096,-0.0122,0,0,0,0
3661,-0.0097,-0.0091,0,0,0,0
3663,-0.0097,-0.0091,0,0,0,0
3665,-0.0097,-0.0122,0,0,0,0
3667,-0.0097,-0.003,0,0,0,0
3669,-0.0097,-0.0091,0,0,0,0
3671,-0.0098,-0.0061,0,0,0,0
3673,-0.0098,-0.0091,0,0,0,0
3675,-0.0098,-0.0091,0,0,0,0
3677,-0.0098,-0.0122,0,0,0,0
3679,-0.0099,-0.003,0,0,0,0
3681,-0.0099,-0.0152,0,0,0,0
3683,-0.01,-0.0061,0,0,0,0
3685,-0.01,-0.0061,0,0,0,0
3687,-0.01,0,0,0,0,0
3689,-0.01,-0.0091,0,0,0,0
3691,-0.0101,0,0,0,0,0
3693,-0.0101,-0.0091,0,0,0,0
3695,-0.0101,-0.0152,0,0,0,0
3697,-0.0102,-0.0122,0,0,0,0
3699,-0.0102,-0.003,0,0,0,0
3701,-0.0102,-0.0122,0,0,0,0
3703,-0.0104,-0.0243,0,0,0,0
3705,-0.0104,-0.0274,0,0,0,0
3707,-0.0105,-0.0487,0,0,0,0
3709,-0.0108,-0.0243,0,0,0,0
3711,-0.0108,-0.0304,0,0,0,0
3713,-0.0111,-0.0639,0,0,0,0
3715,-0.0112,-0.0822,0,0,0,0
3717,-0.0114,-0.0822,0,0,0,0
3719,-0.0118,-0.073,0,0,0,0
3721,-0.0121,-0.0487,0,0,0,0
3723,-0.0122,-0.0396,0,0,0,0
3725,-0.0123,-0.0669,0,0,0,0
3727,-0.0129,-0.1187,0,0,0,0
3729,-0.0132,-0.1065,0,0,0,0
3731,-0.0136,-0.0487,0,0,0,0
3733,-0.0136,-0.0304,0,0,0,0
3735,-0.0137,-0.0609,0,0,0,0
3737,-0.0139,-0.1065,0,0,0,0
3739,-0.0146,-0.1582,0,0,0,0
3741,-0.0149,-0.1582,0,0,0,0
3743,-0.0155,-0.1521,0,0,0,0
3745,-0.016,-0.1582,0,0,0,0
3747,-0.0165,-0.216,0,0,0,0
3749,-0.017,-0.2313,0,0,0,0
3751,-0.0184,-0.3225,0,0,0,0
3753,-0.0191,-0.3378,0,0,0,0
3755,-0.0205,-0.3712,0,0,0,0
3757,-0.022,-0.3834,0,0,0,0
3759,-0.0228,-0.4047,0,0,0,0
3761,-0.024,-0.4108,0,0,0,0
3763,-0.0257,-0.4321,0,0,0,0
3765,-0.027,-0.4047,0,0,0,0
3767,-0.0292,-0.3317,0,0,0,0
3769,-0.0302,-0.3317,0,0,0,0
3771,-0.0319,-0.3317,0,0,0,0
3773,-0.0326,-0.3347,0,0,0,0
3775,-0.0332,-0.3256,0,0,0,0
3777,-0.0342,-0.3317,0,0,0,0
3779,-0.0355,-0.3134,0,0,0,0
3781,-0.0364,-0.3134,0,0,0,0
3783,-0.037,-0.3073,0,0,0,0
3785,-0.0376,-0.2982,0,0,0,0
3787,-0.0394,-0.2617,0,0,0,0
3789,-0.0401,-0.2465,0,0,0,0
3791,-0.0413,-0.2069,0,0,0,0
3793,-0.0419,-0.1917,0,0,0,0
3795,-0.0432,-0.1278,0,0,0,0
3797,-0.0434,-0.1065,0,0,0,0
3799,-0.0438,-0.0669,0,0,0,0
3801,-0.044,-0.0669,0,0,0,0
3803,-0.0443,-0.073,0,0,0,0
3805,-0.0445,-0.0761,0,0,0,0
3807,-0.0448,-0.0761,0,0,0,0
3809,-0.045,-0.0852,0,0,0,0
3811,-0.0457,-0.1004,0,0,0,0
3813,-0.0459,-0.1035,0,0,0,0
3815,-0.0464,-0.0791,0,0,0,0
3817,-0.0465,-0.073,0,0,0,0
3819,-0.0467,-0.07,0,0,0,0
3821,-0.0469,-0.0669,0,0,0,0
3823,-0.0472,-0.0609,0,0,0,0
3825,-0.0473,-0.0456,0,0,0,0
3827,-0.0475,-0.0487,0,0,0,0
3829,-0.0476,-0.0426,0,0,0,0
3831,-0.0477,-0.0396,0,0,0,0
3833,-0.0477,-0.0304,0,0,0,0
3835,-0.0479,-0.0243,0,0,0,0
3837,-0.048,-0.0365,0,0,0,0
3839,-0.0481,-0.0456,0,0,0,0
3841,-0.0482,-0.0517,0,0,0,0
3843,-0.0484,-0.0548,0,0,0,0
3845,-0.0485,-0.0426,0,0,0,0
3847,-0.0486,-0.0426,0,0,0,0
3849,-0.0488,-0.0365,0,0,0,0
3851,-0.0489,-0.0396,0,0,0,0
3853,-0.049,-0.0426,0,0,0,0
3855,-0.0491,-0.0335,0,0,0,0
3857,-0.0493,-0.0335,0,0,0,0
3859,-0.0494,-0.0365,0,0,0,0
3861,-0.0495,-0.0274,0,0,0,0
3863,-0.0496,-0.0304,0,0,0,0
3865,-0.0496,-0.0183,0,0,0,0
3867,-0.0497,-0.0243,0,0,0,0
3869,-0.0498,-0.0213,0,0,0,0
3871,-0.0499,-0.0335,0,0,0,0
3873,-0.05,-0.0304,0,0,0,0
3875,-0.05,-0.0243,0,0,0,0
3877,-0.0501,-0.0335,0,0,0,0
3879,-0.0502,-0.0396,0,0,0,0
3881,-0.0503,-0.0243,0,0,0,0
3883,-0.0504,-0.0304,0,0,0,0
3885,-0.0505,-0.0304,0,0,0,0
3887,-0.0507,-0.0274,0,0,0,0
3889,-0.0508,-0.0365,0,0,0,0
3891,-0.0508,-0.0213,0,0,0,0
3893,-0.0519,-0.0365,0,0,0,0
3895,-0.052,-0.0243,0,0,0,0
3897,-0.0521,-0.0304,0,0,0,0
3899,-0.0523,-0.0335,0,0,0,0
3901,-0.0524,-0.0274,0,0,0,0
3903,-0.0525,-0.0274,0,0,0,0
3905,-0.0526,-0.0274,0,0,0,0
3907,-0.0527,-0.0304,0,0,0,0
3909,-0.0528,-0.0274,0,0,0,0
3911,-0.0529,-0.0274,0,0,0,0
3913,-0.053,-0.0335,0,0,0,0
3915,-0.0531,-0.0335,0,0,0,0
3917,-0.0532,-0.0365,0,0,0,0
3919,-0.0543,-0.0365,0,0,0,0
3921,-0.0545,-0.0426,0,0,0,0
3923,-0.0546,-0.0365,0,0,0,0
3925,-0.0549,-0.0365,0,0,0,0
3927,-0.0549,-0.0274,0,0,0,0
3929,-0.0551,-0.0365,0,0,0,0
3931,-0.0552,-0.0304,0,0,0,0
3933,-0.0552,-0.0396,0,0,0,0
3935,-0.0554,-0.0396,0,0,0,0
3937,-0.0556,-0.0365,0,0,0,0
3939,-0.0556,-0.0487,0,0,0,0
3941,-0.0558,-0.0274,0,0,0,0
3943,-0.0558,-0.0365,0,0,0,0
3945,-0.0559,-0.0456,0,0,0,0
3947,-0.056,-0.0396,0,0,0,0
3949,-0.0561,-0.0243,0,0,0,0
3951,-0.0562,-0.0335,0,0,0,0
3953,-0.0563,-0.0304,0,0,0,0
3955,-0.0564,-0.0365,0,0,0,0
3957,-0.0565,-0.0304,0,0,0,0
3959,-0.0566,-0.0304,0,0,0,0
3961,-0.0567,-0.0304,0,0,0,0
3963,-0.0568,-0.0304,0,0,0,0
3965,-0.0569,-0.0274,0,0,0,0
3967,-0.057,-0.0365,0,0,0,0
3969,-0.0571,-0.0304,0,0,0,0
3971,-0.0572,-0.0365,0,0,0,0
3973,-0.0573,-0.0365,0,0,0,0
3975,-0.0575,-0.0274,0,0,0,0
3977,-0.0575,-0.0243,0,0,0,0
3979,-0.0576,-0.0274,0,0,0,0
3981,-0.0577,-0.0183,0,0,0,0
3983,-0.0578,-0.0152,0,0,0,0
3985,-0.0578,-0.0213,0,0,0,0
3987,-0.0579,-0.0152,0,0,0,0
3989,-0.0579,-0.0152,0,0,0,0
3991,-0.058,-0.0152,0,0,0,0
3993,-0.058,-0.0183,0,0,0,0
3995,-0.0581,-0.0183,0,0,0,0
3997,-0.0581,-0.0243,0,0,0,0
3999,-0.0582,-0.0152,0,0,0,0
4001,-0.0583,-0.0152,0,0,0,0
4003,-0.0583,-0.0061,0,0,0,0
4005,-0.0583,-0.0152,0,0,0,0
4007,-0.0583,-0.0122,0,0,0,0
4009,-0.0584,-0.0061,0,0,0,0
4011,-0.0584,-0.0091,0,0,0,0
4013,-0.0584,-0.003,0,0,0,0
4015,-0.0584,-0.003,0,0,0,0
4017,-0.0584,0.003,0,0,0,0
4019,-0.0584,0.0061,0,0,0,0
4021,-0.0584,-0.0061,0,0,0,0
4023,-0.0584,-0.0061,0,0,0,0
4025,-0.0584,0.0061,0,0,0,0
4027,-0.0584,-0.0061,0,0,0,0
4029,-0.0584,-0.003,0,0,0,0
4031,-0.0584,-0.003,0,0,0,0
4033,-0.0584,0,0,0,0,0
4035,-0.0584,-0.003,0,0,0,0
4037,-0.0584,0,0,0,0,0
4039,-0.0584,-0.003,0,0,0,0
4041,-0.0584,0,0,0,0,0
4043,-0.0584,0.003,0,0,0,0
4045,-0.0584,0,0,0,0,0
4047,-0.0584,0,0,0,0,0
4049,-0.0584,-0.0061,0,0,0,0
4051,-0.0584,0.0061,0,0,0,0
4053,-0.0584,0.0091,0,0,0,0
4055,-0.0583,0,0,0,0,0
4057,-0.0583,0.0091,0,0,0,0
4059,-0.0583,0.003,0,0,0,0
4061,-0.0583,-0.003,0,0,0,0
4063,-0.0583,0,0,0,0,0
4065,-0.0583,0.0061,0,0,0,0
4067,-0.0582,0,0,0,0,0
4069,-0.0582,0.0061,0,0,0,0
4071,-0.0582,0.0061,0,0,0,0
4073,-0.0582,0,0,0,0,0
4075,-0.0582,0.0061,0,0,0,0
4077,-0.0582,0.0122,0,0,0,0
4079,-0.0582,0.0061,0,0,0,0
4081,-0.0581,0.0091,0,0,0,0
4083,-0.0581,0.003,0,0,0,0
4085,-0.0581,0.0091,0,0,0,0
4087,-0.0581,0.003,0,0,0,0
4089,-0.0581,0.0061,0,0,0,0
4091,-0.0581,0,0,0,0,0
4093,-0.0581,0.0061,0,0,0,0
4095,-0.0581,0.0091,0,0,0,0
4097,-0.0581,0.0061,0,0,0,0
4099,-0.058,0.0091,0,0,0,0
4101,-0.058,0,0,0,0,0
4103,-0.058,0.003,0,0,0,0
4105,-0.058,0.003,0,0,0,0
4107,-0.058,0.0061,0,0,0,0
4109,-0.058,0.0061,0,0,0,0
4111,-0.058,0.0061,0,0,0,0
4113,-0.058,0.0091,0,0,0,0
4115,-0.0579,0,0,0,0,0
4117,-0.0579,0.0091,0,0,0,0
4119,-0.0579,0.003,0,0,0,0
4121,-0.0579,0.0091,0,0,0,0
4123,-0.0579,0.0091,0,0,0,0
4125,-0.0579,0.0061,0,0,0,0
4127,-0.0578,0.0122,0,0,0,0
4129,-0.0578,0.0183,0,0,0,0
4131,-0.0578,0.003,0,0,0,0
4133,-0.0578,0.003,0,0,0,0
4135,-0.0577,0.0061,0,0,0,0
4137,-0.0577,-0.003,0,0,0,0
4139,-0.0577,0.0061,0,0,0,0
4141,-0.0577,0.003,0,0,0,0
4143,-0.0577,-0.003,0,0,0,0
4145,-0.0577,-0.0061,0,0,0,0
4147,-0.0577,0,0,0,0,0
4149,-0.0577,0,0,0,0,0
4151,-0.0578,0.0061,0,0,0,0
4153,-0.0578,-0.0061,0,0,0,0
4155,-0.0578,0,0,0,0,0
4157,-0.0578,-0.0091,0,0,0,0
4159,-0.0578,-0.0122,0,0,0,0
4161,-0.0578,0,0,0,0,0
4163,-0.0578,0,0,0,0,0
4165,-0.0578,0,0,0,0,0
4167,-0.0578,0.0061,0,0,0,0
4169,-0.0578,-0.0061,0,0,0,0
4171,-0.0579,-0.003,0,0,0,0
4173,-0.0579,-0.0061,0,0,0,0
4175,-0.0579,0.003,0,0,0,0
4177,-0.0579,0.003,0,0,0,0
4179,-0.0579,0.003,0,0,0,0
4181,-0.0579,0,0,0,0,0
4183,-0.0579,-0.003,0,0,0,0
4185,-0.0579,0.003,0,0,0,0
4187,-0.0579,0.003,0,0,0,0
4189,-0.0579,-0.0061,0,0,0,0
4191,-0.0579,0,0,0,0,0
4193,-0.0579,-0.0122,0,0,0,0
4195,-0.0579,-0.0091,0,0,0,0
4197,-0.0579,0.003,0,0,0,0
4199,-0.0579,0,0,0,0,0
4201,-0.0579,-0.003,0,0,0,0
4203,-0.0579,0,0,0,0,0
4205,-0.0579,-0.0061,0,0,0,0
4207,-0.0579,0,0,0,0,0
4209,-0.0579,-0.0091,0,0,0,0
4211,-0.058,-0.0061,0,0,0,0
4213,-0.058,0.0061,0,0,0,0
4215,-0.058,-0.003,0,0,0,0
4217,-0.058,-0.003,0,0,0,0
4219,-0.058,-0.0152,0,0,0,0
4221,-0.0581,-0.0091,0,0,0,0
4223,-0.0581,-0.003,0,0,0,0
4225,-0.0581,-0.0091,0,0,0,0
4227,-0.0581,-0.0213,0,0,0,0
4229,-0.0582,0,0,0,0,0
4231,-0.0581,0.003,0,0,0,0
4233,-0.0581,-0.0122,0,0,0,0
4235,-0.0582,0.003,0,0,0,0
4237,-0.0582,-0.003,0,0,0,0
4239,-0.0582,-0.0091,0,0,0,0
4241,-0.0582,0.003,0,0,0,0
4243,-0.0582,-0.0091,0,0,0,0
4245,-0.0582,0.003,0,0,0,0
4247,-0.0582,-0.003,0,0,0,0
4249,-0.0583,-0.0061,0,0,0,0
4251,-0.0583,0,0,0,0,0
4253,-0.0583,-0.0061,0,0,0,0
4255,-0.0583,0.0061,0,0,0,0
4257,-0.0583,-0.0061,0,0,0,0
4259,-0.0583,0.003,0,0,0,0
4261,-0.0583,-0.0061,0,0,0,0
4263,-0.0583,0,0,0,0,0
4265,-0.0583,0.0061,0,0,0,0
4267,-0.0583,0,0,0,0,0
4269,-0.0583,0,0,0,0,0
4271,-0.0583,-0.0061,0,0,0,0
4273,-0.0584,0,0,0,0,0
4275,-0.0584,-0.003,0,0,0,0
4277,-0.0584,-0.0061,0,0,0,0
4279,-0.0584,-0.0061,0,0,0,0
4281,-0.0584,-0.0061,0,0,0,0
4283,-0.0584,0,0,0,0,0
4285,-0.0584,0.0061,0,0,0,0
4287,-0.0584,0,0,0,0,0
4289,-0.0584,0.0122,0,0,0,0
4291,-0.0584,0,0,0,0,0
4293,-0.0584,0,0,0,0,0
4295,-0.0584,-0.003,0,0,0,0
4297,-0.0584,-0.0061,0,0,0,0
4299,-0.0584,0,0,0,0,0
4301,-0.0584,-0.003,0,0,0,0
4303,-0.0584,0.0061,0,0,0,0
4305,-0.0584,-0.0091,0,0,0,0
4307,-0.0584,-0.0061,0,0,0,0
4309,-0.0584,-0.0091,0,0,0,0
4311,-0.0584,0,0,0,0,0
4313,-0.0584,0.003,0,0,0,0
4315,-0.0584,0,0,0,0,0
4317,-0.0584,0.0061,0,0,0,0
4319,-0.0584,0.0061,0,0,0,0
4321,-0.0584,0,0,0,0,0
4323,-0.0584,-0.003,0,0,0,0
4325,-0.0584,0.0091,0,0,0,0
4327,-0.0584,0.003,0,0,0,0
4329,-0.0584,-0.003,0,0,0,0
4331,-0.0584,0,0,0,0,0
4333,-0.0584,0.003,0,0,0,0
4335,-0.0584,0,0,0,0,0
4337,-0.0584,0.003,0,0,0,0
4339,-0.0584,-0.003,0,0,0,0
4341,-0.0584,0.0061,0,0,0,0
4343,-0.0584,0.003,0,0,0,0
4345,-0.0584,0.0061,0,0,0,0
4347,-0.0584,-0.003,0,0,0,0
4349,-0.0584,0.003,0,0,0,0
4351,-0.0584,0,0,0,0,0
4353,-0.0584,0,0,0,0,0
4355,-0.0584,0.003,0,0,0,0
4357,-0.0584,0,0,0,0,0
4359,-0.0584,0,0,0,0,0
4361,-0.0584,0,0,0,0,0
4363,-0.0584,0,0,0,0,0
4365,-0.0584,0.003,0,0,0,0
4367,-0.0584,-0.0061,0,0,0,0
4369,-0.0584,-0.0061,0,0,0,0
4371,-0.0584,-0.003,0,0,0,0
4373,-0.0584,0.003,0,0,0,0
4375,-0.0584,-0.003,0,0,0,0
4377,-0.0584,0.003,0,0,0,0
4379,-0.0584,0,0,0,0,0
4381,-0.0584,-0.0061,0,0,0,0
4383,-0.0584,0.003,0,0,0,0
4385,-0.0584,0,0,0,0,0
4387,-0.0584,-0.003,0,0,0,0
4389,-0.0584,-0.0091,0,0,0,0
4391,-0.0584,0,0,0,0,0
4393,-0.0584,0,0,0,0,0
4395,-0.0584,0,0,0,0,0
4397,-0.0584,0.003,0,0,0,0
4399,-0.0584,0.003,0,0,0,0
4401,-0.0584,0.003,0,0,0,0
4403,-0.0584,-0.003,0,0,0,0
4405,-0.0584,0.003,0,0,0,0
4407,-0.0584,-0.0061,0,0,0,0
4409,-0.0584,-0.003,0,0,0,0
4411,-0.0584,0,0,0,0,0
4413,-0.0584,-0.003,0,0,0,0
4415,-0.0584,0,0,0,0,0
4417,-0.0584,0.0061,0,0,0,0
4419,-0.0584,0,0,0,0,0
4421,-0.0584,0.0091,0,0,0,0
4423,-0.0584,-0.0091,0,0,0,0
4425,-0.0584,-0.0091,0,0,0,0
4427,-0.0584,0,0,0,0,0
4429,-0.0584,0.003,0,0,0,0
4431,-0.0584,0,0,0,0,0
4433,-0.0584,-0.0091,0,0,0,0
4435,-0.0584,0.0091,0,0,0,0
4437,-0.0584,0.003,0,0,0,0
4439,-0.0584,0.003,0,0,0,0
4441,-0.0584,0.003,0,0,0,0
4443,-0.0584,-0.003,0,0,0,0
4445,-0.0584,0,0,0,0,0
4447,-0.0584,0.0091,0,0,0,0
4449,-0.0584,-0.003,0,0,0,0
4451,-0.0584,0,0,0,0,0
4453,-0.0584,0,0,0,0,0
4455,-0.0584,0.0061,0,0,0,0
4457,-0.0584,-0.003,0,0,0,0
4459,-0.0584,-0.003,0,0,0,0
4461,-0.0584,0.003,0,0,0,0
4463,-0.0584,0.0061,0,0,0,0
4465,-0.0584,0,0,0,0,0
4467,-0.0584,-0.003,0,0,0,0
4469,-0.0584,-0.003,0,0,0,0
4471,-0.0584,0,0,0,0,0
4473,-0.0584,-0.003,0,0,0,0
4475,-0.0584,0,0,0,0,0
4477,-0.0584,0.0061,0,0,0,0
4479,-0.0584,-0.003,0,0,0,0
4481,-0.0584,0,0,0,0,0
4483,-0.0584,0.003,0,0,0,0
4485,-0.0584,0,0,0,0,0
4487,-0.0584,0,0,0,0,0
4489,-0.0584,0,0,0,0,0
4491,-0.0584,-0.0061,0,0,0,0
4493,-0.0584,0.0091,0,0,0,0
4495,-0.0584,0,0,0,0,0
4497,-0.0584,-0.003,0,0,0,0
4499,-0.0584,0,0,0,0,0
4501,-0.0584,0.0061,0,0,0,0
4503,-0.0584,0,0,0,0,0
4505,-0.0584,0.003,0,0,0,0
4507,-0.0584,0.003,0,0,0,0
4509,-0.0584,0,0,0,0,0
4511,-0.0584,0.003,0,0,0,0
4513,-0.0584,0.0061,0,0,0,0
4515,-0.0584,0,0,0,0,0
4517,-0.0584,-0.003,0,0,0,0
4519,-0.0584,0.003,0,0,0,0
4521,-0.0584,0,0,0,0,0
4523,-0.0584,0,0,0,0,0
4525,-0.0584,0,0,0,0,0
4527,-0.0584,0.003,0,0,0,0
4529,-0.0584,-0.003,0,0,0,0
4531,-0.0584,-0.003,0,0,0,0
4533,-0.0584,0.003,0,0,0,0
4535,-0.0584,-0.003,0,0,0,0
4537,-0.0584,0.003,0,0,0,0
4539,-0.0584,0.0091,0,0,0,0
4541,-0.0584,-0.003,0,0,0,0
4543,-0.0584,-0.003,0,0,0,0
4545,-0.0584,0,0,0,0,0
4547,-0.0584,0,0,0,0,0
4549,-0.0584,0.003,0,0,0,0
4551,-0.0584,-0.003,0,0,0,0
4553,-0.0584,0.0061,0,0,0,0
4555,-0.0584,-0.003,0,0,0,0
4557,-0.0584,0.003,0,0,0,0
4559,-0.0584,0.003,0,0,0,0
4561,-0.0584,0.003,0,0,0,0
4563,-0.0584,-0.003,0,0,0,0
4565,-0.0584,-0.003,0,0,0,0
4567,-0.0584,-0.003,0,0,0,0
4569,-0.0584,0.0061,0,0,0,0
4571,-0.0584,-0.003,0,0,0,0
4573,-0.0584,0.0061,0,0,0,0
4575,-0.0584,0.003,0,0,0,0
4577,-0.0584,0,0,0,0,0
4579,-0.0584,0.003,0,0,0,0
4581,-0.0584,-0.003,0,0,0,0
4583,-0.0584,0.0061,0,0,0,0
4585,-0.0584,0,0,0,0,0
4587,-0.0584,0.003,0,0,0,0
4589,-0.0584,0,0,0,0,0
4591,-0.0584,0,0,0,0,0
4593,-0.0584,-0.0061,0,0,0,0
4595,-0.0584,-0.003,0,0,0,0
4597,-0.0584,-0.003,0,0,0,0
4599,-0.0584,0.003,0,0,0,0
4601,-0.0584,0,0,0,0,0
4603,-0.0584,0,0,0,0,0
4605,-0.0584,0.003,0,0,0,0
4607,-0.0584,-0.0122,0,0,0,0
4609,-0.0584,0.003,0,0,0,0
4611,-0.0584,-0.003,0,0,0,0
4613,-0.0584,-0.003,0,0,0,0
4615,-0.0584,0,0,0,0,0
4617,-0.0584,0.003,0,0,0,0
4619,-0.0584,0,0,0,0,0
4621,-0.0584,-0.0061,0,0,0,0
4623,-0.0584,0.0061,0,0,0,0
4625,-0.0584,-0.003,0,0,0,0
4627,-0.0584,0,0,0,0,0
4629,-0.0584,0.003,0,0,0,0
4631,-0.0584,0,0,0,0,0
4633,-0.0584,-0.003,0,0,0,0
4635,-0.0584,-0.0061,0,0,0,0
4637,-0.0584,-0.0061,0,0,0,0
4639,-0.0584,0,0,0,0,0
4641,-0.0584,0.003,0,0,0,0
4643,-0.0584,-0.003,0,0,0,0
4645,-0.0584,-0.003,0,0,0,0
4647,-0.0584,0,0,0,0,0
4649,-0.0584,0.0061,0,0,0,0
4651,-0.0584,0.003,0,0,0,0
4653,-0.0584,0,0,0,0,0
4655,-0.0584,0.0061,0,0,0,0
4657,-0.0584,0.003,0,0,0,0
4659,-0.0584,0.003,0,0,0,0
4661,-0.0584,0,0,0,0,0
4663,-0.0584,-0.003,0,0,0,0
4665,-0.0584,0.003,0,0,0,0
4667,-0.0584,0,0,0,0,0
4669,-0.0584,0.003,0,0,0,0
4671,-0.0584,0,0,0,0,0
4673,-0.0584,-0.003,0,0,0,0
4675,-0.0584,0.003,0,0,0,0
4677,-0.0584,-0.0061,0,0,0,0
4679,-0.0584,0.0061,0,0,0,0
4681,-0.0584,0.003,0,0,0,0
4683,-0.0584,0,0,0,0,0
4685,-0.0584,0,0,0,0,0
4687,-0.0584,0,0,0,0,0
4689,-0.0584,-0.003,0,0,0,0
4691,-0.0584,-0.003,0,0,0,0
4693,-0.0584,-0.003,0,0,0,0
4695,-0.0584,-0.0061,0,0,0,0
4697,-0.0584,0,0,0,0,0
4699,-0.0584,0.003,0,0,0,0
4701,-0.0584,-0.003,0,0,0,0
4703,-0.0584,0.0061,0,0,0,0
4705,-0.0584,-0.003,0,0,0,0
4707,-0.0584,0,0,0,0,0
4709,-0.0584,-0.003,0,0,0,0
4711,-0.0584,0,0,0,0,0
4713,-0.0584,-0.003,0,0,0,0
4715,-0.0584,0.0061,0,0,0,0
4717,-0.0584,0.003,0,0,0,0
4719,-0.0584,0,0,0,0,0
4721,-0.0584,-0.003,0,0,0,0
4723,-0.0584,0.0061,0,0,0,0
4725,-0.0584,-0.0061,0,0,0,0
4727,-0.0584,0.0061,0,0,0,0
4729,-0.0584,-0.003,0,0,0,0
4731,-0.0584,0,0,0,0,0
4733,-0.0584,0.0061,0,0,0,0
4735,-0.0584,0,0,0,0,0
4737,-0.0584,0,0,0,0,0
4739,-0.0584,0,0,0,0,0
4741,-0.0584,0,0,0,0,0
4743,-0.0584,-0.0061,0,0,0,0
4745,-0.0584,0.0061,0,0,0,0
4747,-0.0584,-0.003,0,0,0,0
4749,-0.0584,0.003,0,0,0,0
4751,-0.0584,0,0,0,0,0
4753,-0.0584,0,0,0,0,0
4755,-0.0584,0,0,0,0,0
4757,-0.0584,0,0,0,0,0
